Country Code,year,avg_schooling_years,primary_enroll_gross_pct,secondary_enroll_gross_pct,tertiary_enroll_gross_pct,population_total,percent_urban,political_stability,log_gdp_pc_current_usd,join_year,treated,post_join
ABW,1990,,,,,62753.0,65.4328161744708,,9.408251146455145,,0,0
ABW,1991,6.56583,,,,65896.0,65.4009220636969,,9.490619398149294,,0,0
ABW,1992,,,,,69005.0,65.3905890889858,,9.53918395158698,,0,0
ABW,1993,,,,,73685.0,65.3844666218501,,9.595736084162924,,0,0
ABW,1994,,,,,77595.0,65.3800478100985,,9.683855814296216,,0,0
ABW,1995,,,,,79805.0,65.376703433065,,9.714124304339087,,0,0
ABW,1996,,,,,83021.0,65.3738042700838,,9.718479664115208,,0,0
ABW,1997,,,,,86301.0,65.3707211004889,,9.784197670154857,,0,0
ABW,1998,,,,,88451.0,65.3668247036146,,9.843158137172985,,0,0
ABW,1999,,,,,89659.0,65.3614858587949,,9.863560846471742,,0,0
ABW,2000,8.64122,,,,90588.0,65.3545497799987,,9.937020149126106,,0,0
ABW,2001,,110.349670410156,97.5565338134766,28.8601303100586,91439.0,65.3351137913914,,9.939874088914374,,0,0
ABW,2002,,115.669448852539,100.163063049316,28.5816898345947,92074.0,65.2820691308217,,9.966849518547525,,0,0
ABW,2003,,115.985000610352,101.929069519043,30.3779106140137,93128.0,65.1982922587168,,9.99654455931,,0,0
ABW,2004,,117.217170715332,100.940940856934,30.352689743042,95138.0,65.0886533661558,0.993218183517456,10.073299185086624,,0,0
ABW,2005,,116.929039001465,99.2053527832031,36.204231262207,97635.0,64.9580226442175,1.37641596794128,10.092984849206031,,0,0
ABW,2006,,117.987739562988,99.8657531738281,34.2268714904785,99405.0,64.811270283981,1.30346059799194,10.120478555023256,,0,0
ABW,2007,,116.970039367676,106.236473083496,34.8968086242676,100150.0,64.6532664765254,1.28656852245331,10.193815207760816,,0,0
ABW,2008,,116.013900756836,97.0627517700195,35.0970611572266,100917.0,64.4888814129295,1.3163959980011,10.24611613565277,,0,0
ABW,2009,,117.527481079102,99.1602172851562,34.4308586120605,101604.0,64.3229852842726,1.12155425548553,10.132047259179275,,0,0
ABW,2010,8.38881,119.795837402344,98.2207412719727,36.0625305175781,101838.0,64.1612965549477,1.10084736347198,10.089723942654846,,0,0
ABW,2011,,106.374038696289,96.633918762207,37.8648109436035,102591.0,63.9992605838571,1.28573775291443,10.154766925261653,,0,0
ABW,2012,,104.07494354248,108.976188659668,38.8641815185547,104110.0,63.8252085199599,1.26388156414032,10.13144611485631,,0,0
